,SMILES
0,
1,CC.CCCc1ccccc1.CO.NCOc1ccc2c(c1)C2.O
2,C.C.CC.CCc1ccccc1.Cc1c-cccc1
3,C.C.CC.OCc1ccc2ccccc2c1.c1cccc2ccccc2-1
4,CCc1ccccc1.Cc1ccc2(cc1)C1C(C)C12.O.cc
5,CCCCC.CCc1ccc(C23C4C2C43)c(C)c1.O
6,C.CCC1CNCC2CC12.ccl-c1ccc(-c2cc3c(Cl)c3(Cl)c2)c1
7,C.C.Sc1cC1Cc1cccn1.c1ccccc1
8,CCCC.CCCCl.cc
9,Cc1csc(Cl)n1.ccc1C2CC23c2ccccc2-13
10,CC.OCc1ccc(O)cc1.c1c2c(C3CC3)nc3c12S3
11,C.C1C2CC23CC13.CC
12,C.CC.Cc1ccc(-c2ccccc2Cl)cc1
13,Cc1(oc2cccc(-ccccCl)c2)CC1.c1cccccc1
14,C
15,CC12CC1(C)C2
16,CCc1cccc(-c2c3CC32)c1.O.OCc1cccc(O)c1
17,C.CC.Oc1cc(F)ccc1Cl.c1cc2(cc34c(c13)C4)CCl2
18,C.C.C.O
19,C.CC.CCc1ccccc1.F.c1ccc2ccccc2c1
20,CC.CC1CC1.CCCC
21,C.C.C.cc1-c2ccccc2-1
22,C.C.Cc1cc(Cl)cc(Cl)c1.O.Oc1ccccc1.c1ccccc1
23,C.C.Cc1c(CCO)cccc12C1CC2C1
24,CC.CC.c1cc2cc2c1
25,C.CC12(CC1)C1CCCC12.CCC(C)C(C)CC1C2CC12
26,C.C.CCc1ccc(C)cc1
27,CCCc1cc2(C)c(cc1C)C2
28,CCCc1ccc(OC)cc(CC)c1.O
29,C.C.CC1c2ccc(Cl)(Cl)cc2CC2OC21
30,C.C.Cc1cc(C)ocn1.O
31,C.C.CCO
32,CC(C)c1ccccc1.F
33,c1ccc(-c2cccc3c2C3)cc1
34,C.CCCCCCC.F
35,ccl(c1OCc2ccccc2-1)-c12cc(OC)cc(CC)cc1Cl2
36,C.CCCCCc1ccccc1.CCc1ccccc1.Clc1cccs1
37,C.CCc1cc(CO)cc(SC)c1Cl
38,C.CC
39,CCc1ccc(Ccc(C)Cl)cc1.Cc1ccccc1
40,CCC.Clc1ccc(-c2ccc(-c3ccccc3)cn2)cc1
41,C.Cc1cc(-c2c-ccc(Cl)c2)cc1C.O.O
42,C.CCCC.Cc1cccc2ccccc12
43,C.CC(C)c1ccccc1
44,C.CCc12c-c1cccc2.CF
45,CCc1ncc(CCS)c2c1Cl2.Oc1ccccc1.cc
46,CCCCC.Cc1ccc2(cc1)CC2
47,C.Cc1cc(Cc2cccc(-c3ccccn3)c2)cs1
48,
49,Cc(C)cc1ccc(C)(-clc2cccc(C)c2)c1
50,CC.cc(c)-c1cccc(-c2ccc(C)c2)c1
51,C.CCCc1cc(CC)cc2(c1)CC2.ccccc
52,Cc1cccc(C)c1.cc(ccc-c1ccccc1)C1CCCC1C
53,C.CCC.Cc1c-c2(cccc(C)c2)-ccc1
54,C.C.CN.Cccccc(cO)-c(o)cC
55,C.C.C.CCC.CCC.CCC(C)CC
56,CC.CCC.Oc1ccccc1
57,C.C.CCc1ccc(C)cc1C
58,Clc1cc(C2CC2)cc2(c1)-c1cC12.co
59,CCC.CCc1cc(C)cc(C2CC2)c1.O
60,C.CC.Clc1ccccc1
61,C.Cc1ccc(C2CC2C)cc1.Ccc(C)Cc1ccccc1.O
62,C.CC.CCCCC.O
63,C
64,C.C.CCC12CC1C2
65,CCc1cccc(C)c1.COc1ccc(Cc2ccccc2)cc1
66,OCc1ccccc1.cc-c1cC(CCC)c1
67,C.O
68,C.O.Oc1cc2ccccc2cc1Cl.cc(C)cc(C)cC
69,CCc1cccc(C)c1.ClCc1ccc2c(c1)C1CC1Cl2
70,C.CCCc12[nH]c(CC)c3c1c32.F.c1cc-c2ccccc2-1
71,Cc1ccc2c(c1)c1Cc-1n2C
72,C.Cc1c(-c2ccc(-ccccCl)n2)cc2c-c12
73,CCc1cc2cc3c(c-3)c2c1.Ccc(C)C.O
74,
75,CCC.c1ccc2(cc1)C1ClC12.cc
76,CC1C(C)C1CCCc1ccccc1.O
77,CC.CC.O
78,C.CCC.CCc1ccccc1
79,CC.Cc1cccc(Cl)c1.c1ccncc1.cc(C)C
80,C.C.C.ClCc1cccc2ccccc12
81,C.C.CC1CC1C.CCC
82,C.CCCC.Clc1ccccc1-c1ccccc1.F
83,C
84,CC.CCc1cc(Cc2cccc(Cc3cccc4c(c3)Cl4)c2)cc(-c2ccc(C)c2)c1
85,C.C.C.CC
86,
87,C.CC.CC
88,C.C.CCS.Cc1c-cccc1C.ClCc1ccccc1.O
89,CC.CCCc1cc(C)nc(-n2cccc(Cl)c2)c1.Oc1ccc2c(c1)CCCC2
90,CC.CCCc1cc(Cl)cc1C
91,cc
92,C.CC.CCCC
93,C.C.CC(C)CCc1ccccc1
94,C.C.Cc1ccc2c(c1)Nc1ccccc1-2
95,CC(C)C(C)O
96,C.C.C.C.CC.CO.c1ccc(C2CCCC2)cc1
97,C.Cc1ccc(Cl)cc1.Cc1ccccc1-c1cccn1
98,C.cccCC
99,C.CC.CC(Cl)c12cccc1c2.Clc1ccc2c(c1)C2
100,C.CC.O
101,C.C.C.O
102,CC
103,cc(O)cncC1(C)CC2CC21C
104,C.CC
105,CC.Cc1ccccc1.ClCC1(c2ccc(-c3cccc(Cl)c3)cc2)CCl1
106,C.C.CN.ccc(cc(C)C)CC
107,C.CCCCc1cccc(C)c1.c1ccc2c(c1)CCC2
108,C.C.C.CC.Oc1ccccc1
109,C.CC.CC
110,C.C.Cc1ccccc1CO.O.O=CNc1ccc2c3c(ccc2c1)C3
111,C.C.CCOc1cccc(C2OCl2)c1.c1cccccc-1
112,C.C.Cc1cccc2cccnc12.O
113,C.CCCc1cccc(Cl)c1
114,C.C.Cc1ccc(C2CC2)cc1Cl.c1ccccc1
115,C.Oc1ccc(CCc2cc(S)cc(-cc-c3ccccc3)c2)cc1
116,CCCCCCc1ccccc1.CCc1cc(Cl)nc(C)n1
117,C.C.CcccCC
118,C.CC.CC.CCCC
119,C.C.C.C.CC
120,C.CCCCc1ccccc1
121,C.CCc1ccccc1C.Cc1ccc2(C)c(c1)Cl2
122,C.Cc1(C)c-c2cc(O)ccc2-1.Cc1cccc(Cl)c1.O
123,C.CCC(C)C(C)C.O
124,C.CCCNc1ccccc1.cc(C)-c1ccccc1
125,O.c1ccc2(cc1)CC2.cc
126,C.C.CCc1cc(C)ccc1Cl.O
127,C
128,CCC(C)c1ccc2(cc1)CC2O.F
129,C.CCCC.Cc1ccc(C)c(C)c1.c1ccccc1
130,CCC(C)co.cc-c1cccc(CCCC)c1
131,C.C.CCCOc1ccc(C)cc1.c1ccccc1
132,CCC
133,C.CCc1cccc(C)c1
134,CCCSCc1ccc(F)c(O)c1.CCCc1ccc(C)cc1
135,CCCC(C)CC
136,CCc1ccccc1.CF.Ccc(c1CCl1)-c1cccc(C)c1
137,C.C.CC
138,C.C.Cc1cccc1-c1cccc(Cl)c1
139,CC.CCC.Cc1cccc(C2CC2)c1
140,CC.Cc1cccc(C2CC2C)c1.c1ccc(CCc23cccc2c3)cc1
141,C
142,C
143,C.C.CCc1cccc(C(C)C)c1
144,C.C.C
145,C.CCc1c(C)cccc-1.O.c1ccccc1
146,C.cc
147,CCCC(C)c1ccc(O)c(Cl)c1.O
148,C.Cc1ccc(OCCCCCCCc2ccc(O)cc2)cc1
149,CC.CCc1ccc(C)cc1
150,C.O.c1ccccc1
151,C.Clc1ccc(Cl)(Cl)c2cc12.cc(C)ncC
152,C.C.cc(ccc1cccc(C)c1)-c(cCO)ccC
153,Cc1ccc(Nc2ccc(Cn3cnc(-c4ccc5(cc4)-cc-5)c3)co2)cc1.cf
154,C.CCC.CCc1ccc23c(c1)CCC2C3
155,C.C.C
156,C.CCc1cccc(O)c1.Cc1ccc2Cc-2c1C.c1ccccc1
157,CC.CC(C)C.CCc1cccc(C)c1
158,C.CCC
159,O.c1ccc(C2CC2)cc1
160,CCC1CCCCCC1.CCCC
161,C.C.CCC(C)C(C)C.CCc1ccccc1.Cl.F
162,C.C.CCCC(CC)c1ccccc1
163,CCC.CCc12ccc(C)c(c1)n2.CCc1ccc(C)c(C)c1
164,C.C.C.C.CCC1C2CC3CC3C12C
165,C.CCc1cc(C)ccc1OC.O
166,CCc1ccccc1.ClCc1cc2cc(Cl)cc(Cl)c2[nH]1.O
167,C.CC.CC.Cc1ccc(Cl)cc1Cl
168,Cc(cCc1ccc(-c2ccc(C)n2)cc1)cCc1csc(-c2ccccc2)c1.F.F
169,CC.CC1CCCC1.Sc1ccccc1.cn1ccc(C)[nH]1
170,Cc1ccccc1.OCCc1cnc(-c23cc-c4c(CCO)(c2c3)Cl4)s1
171,CC1CC1.O.Oc1ccc(Oc2cc3cc4c(c3c2)Cl4)cc1
172,C.CCc1cc(cccCl)ccc1C
173,C.C.CC1CC1.CCCCC
174,C.CCCc1ccc(C)c1C
175,C.Cc1cccc1.cccc
176,CC.CCc1cccc(CC)c1.OCCc1ccc(Cl)cc1
177,C.CC(C)c1ccccc1.FCCc1ccccc1
178,C.C.C.CC12C3CCC1C32
179,CO.Oc1ccc(CCC2Sc23ccc2c(c3)CC2)cc1
180,CCc1ccc(-c2occc2O)cc1.F.c1cccccccc1
181,C.Clc1ccccc1
182,CCCCC1c(Cl)c1CC
183,CC.CC1CCCC1C.Cc1ccc(Cl)cc1.O
184,C.C.CCCCc1ccc(CC)cc1.ccN
185,C.C.C
186,CC.O.Oc1cc(Cl)c(Cl)c2cc12
187,C.C.cc1ccccc1C
188,C.Clc1cc2c(cc1Cl)-oc-2.Clc1ccc(C2CC2)cc1
189,CCCC1ccC1.F.Oc1ccccc1
190,C.C.C.C.Cc1ccccc1.cc(C)C1C2c3ccc(C)c312
191,Cc1c(Cl)cc2c(Cl)c3c-c2-1cc(C)c3.O
192,C.C.C.CC(C)C
193,C.C.c1ccccc1.ccO
194,C.C.C.ccC
195,C.cc-c1(C)ccc(CCc2cc(Cl)cc(Cc3cnc(C)c3)c2)cc1
196,C.C.C.CC.CCc12cccc1c2
197,CC.CCC(C)C
198,C.C1CCC2(C1)C1OC12.CCc1cc(Cl)cc(Cl)c1
199,CCc1ccccc1.O
200,C.C.C.C.C.CCCC
201,C.CC.Cc12cc1(CCCCl)ccc-2
202,C.C.C.CC.F.O.ccccC
203,CCc1cccc(Cc2cnc(CCOc3ccc(Cl)cc3)c2)c1
204,C.C.C.C.cc1cccc1
205,C.C.C
206,C.C.CCc1cccc(-c2ccccc2)c1.O
207,C.CCC
208,CC1C(C)C1c1ccc(Cl)cc1.CCc1ccc2cc(Cl)ccc2c1
209,CC.Cc1ccc2c(c1)CCC2
210,Cc1ccccc1
211,CC.Cc1cnc2c(c1)C2C
212,Clc1ccccc1.OCO.SCCcc-c1ccc(CCl)nc1
213,C.C.CCCCc1ccccc1.O
214,C.CC.CCCC
215,C.CC.CC
216,C1CC1.cc1(F)cccc(C(O)Cl)c1
217,C.CC
218,C.CCc1ccccc1C1CC1.c1ccccc1.cc
219,C.C.Clc1ccccc1-c12cccc1c2
220,CC.cc
221,C.CCCOc12cc(O)c(Cl)cc1c2.Cc1cccc(CO)c1
222,C.cn1ccc(CNC(=O)NCCOc2ccc(C(O)O)cc2)cc1
223,C.CC1CC1
224,CC.CC(C)C.Cc1ccc(CO)cc1
225,C.CCC.Oc1ccccc1
226,C.C.CCCCCC
227,C.CCC.ccc(c)Cl
228,CF.Oc1cc(Cl)cc(C2CC2)c1
229,CCc1cc(CC)c2cc(C)cc2c1.O.cc(C)O
230,C1CC1.Clc1ccc2(cc1)CC2.Clc1cccccc1
231,C
232,C.C.CC1Cc12ccc(C1CC1)cc2
233,C.CCCc1ccccn1.Cc1ccccc1F.F
234,CCc1cccc(O)c1.Cc1(F)ccc(CnccCc2ccccc2)cc1
235,Cc1cc(-c2ccc(-c3ccc(Cl)cc3)cc2)ccn1.Oc1ccccc1
236,CCc1cccc(CCc2ccc(Cl)cc2)c1.CCc1ccccc1
237,C.CC.CC.CCC
238,CCC.CCc1ccc(-n2nc(C)nc2C)cc1
239,CCcc-c1ccc(CC)cc1.c1ccccc1
240,CC1CCC1.CCC.Clc1ccccc1
241,CC.CcnCc1ccc(C2CC2)cc1O
242,C.C.Cc1ccc(C)c(C)c1.Cc1ccccc1C
243,C.CC1CCC1.cc
244,C.C.C
245,C.CC.CCc1ccc2(cc1)CC2O.CO
246,C.Cc1cccc(-c2cccc(Cl)c2)c1.cc
247,C.CC1C2CC3(C)C4C3C124.CCS
248,CC.CCc1ccccc1C.Cc1ccc2ccccc2c1
249,
250,C.cc.cc
251,CCCC1CC(C)CC1CC
252,CCc1ccc(C2Cc3cC32)cc1.CO
253,Clc1ccc2(cc1Cl)CC2
254,CC.Clc1cccc(-c2ccc3(Cl)cc23)c1.c1ccccc1
255,C.Cc1cccc2(c1)Cc-21ccccc1.Clc1ccc2(Cl)c(c1)Cl2
