SMILES,DS,CP,1-EI,MB,R
CN1NC(=O)[N+](=O)CCC[O+](C)c2ccccc2OC(=O)CC1=O,-9.315,0.9942651391029358,0.9766689210364565,0.7862207792207792,-7.111757795529483
CCC1C(C)NC1C(=O)NCC(=O)NCCc1ccc(C)cc1,-7.856,0.9734208583831787,0.9749600672251034,0.9029920634920634,-6.732446084671853
CC1CCC(=O)NC(=O)NNCC(=O)CC(=O)Oc2ccccc21,-9.167,0.9917804598808289,0.9449577504323217,0.752047619047619,-6.461011453741152
C[N+]1=CCC2NN3C(=O)NNCC(Cl)CC(O)=CC4=CC3=COC421,-8.681,0.9936459064483643,0.9875230826207554,0.7567055167055166,-6.445781205748841
CNNC(=O)NCC(=O)CCc1cccc(=O)cc1Cl,-7.393,0.9905648231506348,0.9737150491247134,0.9025396825396824,-6.43578897769352
C[O+]1CNC(Br)NC(=O)NNCC(=O)CC(=O)Oc2ccccc21,-9.058,0.9962014555931091,0.9500736928336283,0.7501990231990231,-6.431514831167407
CNNC(=O)N(C)C(=O)CCc1cccc(=O)cc1N,-7.302,0.9864295721054077,0.9828352548927234,0.9026190476190474,-6.389886330894192
CC(=O)NNC(C)C(=O)NC(=O)NC(=O)Cc1ccccc1,-7.725,0.9789330959320068,0.9668678468151705,0.8726984126984126,-6.380912710630485
CCc1c(CC(=O)NCCC(=O)CN)cc(C)cc1C(F)F,-7.485,0.9572418332099915,0.983774755165347,0.8868253968253968,-6.250967922092531
CNNC(=O)N(C)C(=O)CNc1cccc(=O)cc1Cl,-7.005,0.9982104301452637,0.9769186568212063,0.9150396825396824,-6.250698843571911
CONC(=O)NCC(=O)CCc1cccc(=O)cc1N,-7.3,0.9760865569114685,0.9815902703362532,0.8903968253968253,-6.22766208390881
CCC1C(=O)NC1C(=O)NNC(=O)NCCc1ccc(C)cc1,-8.087,0.9896163940429688,0.9281412053878987,0.8322222222222222,-6.181696607839464
CC1=CCC(O)(NCN(O)C(Cl)Oc2ccccc2)C(C)=C1,-7.726,0.9653780460357666,0.989366137405044,0.8326587301587303,-6.144353640296383
CC(=O)NNC(C)C(=O)CC(=O)NC(=O)Oc1ccccc1,-7.269,0.9864257574081421,0.9607446235600141,0.8916428571428571,-6.142398241543405
CNNC(=O)NCC(=O)CCc1cccc(=O)cc1Br,-7.168,0.9959283471107483,0.9626708678545615,0.8936507936507934,-6.141461948982355
CNNC(=O)N(C)C(=O)CNc1cccc(=O)cc1Br,-6.963,0.9972026348114014,0.9674142768259305,0.9128174603174601,-6.131634278467818
CC1CCC(=O)NC(=O)NNCC(=O)CC(=O)Cc2ccccc21,-9.295,0.9694013595581055,0.9252234739293553,0.7319444444444444,-6.102078356898857
C[O+]=CC(=O)NCN(N)c1cccc(C)c1C,-6.695,0.99857497215271,0.9650047356604514,0.9445158730158729,-6.093544172026307
CCNC(=O)NCC(=O)NNC(=O)NCCc1ccc(C)cc1,-7.789,0.9679016470909119,0.9252500169804063,0.8687777777777776,-6.060113221168235
CC1CNC[N+](=O)C(=O)NNCC(=O)CC(=O)Cc2ccccc21,-8.686,0.995404839515686,0.9708113283917174,0.7216190476190475,-6.057067264224399
CNNC(=O)N(C)C(=O)OCc1cccc(=O)cc1N,-7.05,0.9884948134422302,0.9823708173324386,0.8805555555555555,-6.028312063713741
CNNC(=O)N(C)C(=O)CCc1cccc(=O)cc1Cl,-7.401,0.9170792102813721,0.9848765172795076,0.899722222222222,-6.014333166115244
CCNC(=O)NCC(=O)CCC(=O)CNCc1ccccc1C,-7.179,0.9797347187995911,0.9686000404203032,0.8823015873015874,-6.010823768986716
CNNC(=O)NCC(=O)OCc1cccc(=O)cc1Cl,-7.133,0.9957740902900696,0.9787073823374376,0.8644920634920635,-6.009618741960004
CC(=O)NNCCC(=O)CC(=O)NC(=O)Nc1ccccc1,-7.278,0.9789330959320068,0.9620887326822037,0.8765952380952381,-6.008683080176337
CC(O)C(=O)NCCCC(=O)Nc1ccc(Cl)cc1,-6.929,0.9696539044380188,0.9878819323027832,0.9043253968253967,-6.002291486501686
CC(=O)NCC(=O)NC1NC=CC=C1c1ccccc1,-7.736,0.9814568758010864,0.9487756274194276,0.8300440115440116,-5.979327254467291
CC(=O)NNCCC(=O)CNC(C)C(=O)Nc1ccccc1,-6.901,0.9904919266700745,0.9729432670710786,0.8982619047619047,-5.973838343911829
CCC1C(CN(F)NC(=O)NSc2ccccc2C)=CN(Br)C1O,-8.145,0.9737246036529541,0.9643636678937343,0.779468253968254,-5.961650395993726
CCNC(=O)NCC(=O)NCC(=O)NCCc1ccc(C)cc1,-7.503,0.9392105937004089,0.9550269787014241,0.8831111111111111,-5.943317317738163
CC(=O)NNC(C)C(=O)NC(=O)CC(=O)Cc1ccccc1,-7.415,0.985623836517334,0.9154562180626504,0.888063492063492,-5.941607361855345
CCC1C(=O)CC1C(=O)NNC(=O)NCCc1ccc(C)cc1,-8.074,0.8392513990402222,0.9698676742699874,0.9026031746031746,-5.931849996778655
CC1CCCNNC(=O)NN(C)C(=O)CC(=O)Cc2ccccc21,-8.52,0.9784895181655884,0.9721791266749743,0.7315382395382393,-5.928967880290945
CCCC(=O)NOC1=CC=CC(=O)COc2cccc1c2,-7.618,0.9184248447418213,0.9705080375300708,0.8729999999999998,-5.927860461122034
CC1CCCC=NC(=O)NN(C)C(=O)CC(=O)Cc2ccccc21,-9.443,0.8332639932632446,0.9793725766249378,0.7679033189033188,-5.917620213142839
CC(C)NC(=O)NC(=O)NN(C)N(Cl)CC(=O)Oc1ccccc1,-7.498,0.9913353323936462,0.9215268592268828,0.8638492063492064,-5.9171415388026665
