,SMILES
0,CC1=CCC(CO)=CC1CO
1,C1=CC=CCC=C1
2,CC(=NC1=CC=C(C(O)C=O)CC1)C1=C(C2C=CCC=C2)CCC1
3,NCCCCC1CCCC1
4,C=CCCCc1cccs1
5,C=C(O)C1=NCC=CC1=O
6,C1=CCC(Cc2ccccc2)=C1
7,N#CN1C=CC(C2CCCC2)=CC1
8,OC1=CCC=c2[nH]c3c(c21)CC=CC=3
9,CC(=O)C1=CC=Cc2ccccc2C1
10,NNC=NC1=C(C2=CCCC=C2)CCC1
11,c1ccc2ccccc2c1
12,OC1CCCC1
13,CCC#CC(O)C=O
14,O=C1C=CCC(=O)N1
15,COC(C)CC1=CC2=CC3=C(CCC3)C(=C=O)C2NC1
16,CC(C)CC(C)O
17,O=Cc1ccc2ccccc2c1
18,O=C1CC2=C(CCC2)C1
19,N=C1CCC2=C(O)CC=CC12
20,CCC(=O)OC1CCCCCC1
21,C=CC(=O)C1C=CCCC1
22,OC1=CC(C2CCCC2)CC=C1
23,CCCCC1=CC=CC1
24,OC=CC=C1C=CC=CC1
25,O=CCO
26,C1=CC(C2CCCC2)=CC1
27,OCC1Sc2ccccc2S1
28,O=C1Cc2ccccc2C1=O
29,CC1CC2=NC3CC=CN=C3N2C(=O)C(=C2CCc3ccccc32)c2ccccc21
30,CC1=CCC(O)=CC1
31,NC(=O)Cc1ccccc1
32,O=C(O)C1CCC2=C1CC=CC2
33,OC1CCC(C2CCCC2)C1
34,CC(O)C1CCCCCC1
35,CC(O)CC1OC(O)(c2ccccc2)N2C3=C(C=CCC=C3)C3=C(C=CCC=C3)N12
36,C1=CC2(C=CC1)CCCC=N2
37,CC(=O)CC1CCCC1
38,CCC(C)c1ccc(O)c(C)c1
39,CC1CCC(CO)C1
40,C=CCc1ccccc1
41,C1=c2ccccc2=CC1
42,CC1OC(=O)CC1O
43,C1COCOC1
44,C=C1CC=C(C2=NC(Nc3ccccc3)=NC(c3ccccc3)C2=C=C2CCCC2)C1
45,C=C1C#CC(=C=C2C=CCCC2=S)NCC=C1C1CCCO1
