,SMILES,QED,Proxy
sample0,CC(=O)Oc1ccccc1N(c1cc2ccnc-2[nH]n1)C1[C@@H](C)CCC[C@@H]1C,0.522,-8.849
sample1,Cc1ccnc(N(c2c(Br)cnn2C2CC2)C(C)C2=NN[C@@H](C(F)F)C2)c1,0.734,-7.992
sample2,C[C@H]1NC[C@@H]1C(=O)N1CCOc2nc(N3CCCc4cccc(F)c4C3)ccc21,0.845,-9.239
sample3,O=C(O)c1ccc2c(c1)CCN(C(=O)[C@H]1C[C@H](C(=O)O)N1CC1OCc3ccccc3CO1)C2,0.686,-9.393
sample4,CC1(C)CO[C@H](CC(=O)Nc2c[nH]c(C(=O)N3CCc4cc(F)ccc43)n2)CN1,0.726,-8.837
sample5,COC(=O)[C@@H]1C[C@H]1CN(c1cnc2c(N)nccc2c1)c1ccc(C(=O)N2CCC[C@H](C)C2)nn1,0.535,-9.357
sample6,CCc1cc(C)ccc1Oc1nccc(C)c1[C@H](C)NC(=O)[C@@H]1CN[C@@H]1C,0.814,-8.651
sample7,Nc1cc(CNCc2c(F)cccc2Br)ccc1Cl,0.820,-7.679
sample8,Cn1cc(NC[C@@H](c2ccccc2)S(=O)(=O)c2ncc(O)cn2)ccc1=O,0.617,-8.519
sample9,CO[C@H]1CCC(=O)N1C(C)(C(=O)NCc1cccnc1O)c1ccc(C)cc1,0.798,-8.493
sample10,Cc1nc(C(=O)N[C@H]2Cc3ccc(N4CCCc5cccc(F)c5C4)cc3C2)n[nH]1,0.702,-9.801
sample11,Cc1cc(NC(=O)[C@H]2C[C@@H]2CNc2cccc(F)c2O)cc(Cl)n1,0.570,-8.411
sample12,C[C@H](Oc1c(F)ccc2c1CCN(C(=O)c1cccnc1F)CC2)[C@@H]1CCCCN1,0.777,-9.179
sample13,Cc1cccc2c1C[C@H](C(=O)N[C@@H]1c3ccccc3OC[C@H]1C)N2C(=O)[C@@H]1NCC[C@@H]1C,0.780,-9.352
sample14,O=C(Nc1cc(C(=O)N2CCOc3ccc(B(O)O)cc32)c(F)cc1O)c1ccc(O)nn1,0.270,-9.313
sample15,C[C@@H]1[C@@H](C(=O)N2Cc3cccc(C#N)c3C2)CN1C(=O)c1cccc(O)c1,0.889,-9.104
sample16,NC[C@@H]1C[C@H]1C(=O)N1CCc2c(ccc(N3CCCc4cccc(F)c4C3)c2F)C1,0.842,-9.569
sample17,CC(C(=O)N[C@H]1C[C@H]1c1ccccc1)(c1ccccc1C#N)N1C[C@H]2CCCCN2CC1=O,0.772,-9.555
sample18,CC1(C)C[C@H](C(=O)N2C[C@H](c3ccccc3F)[C@@H](C#N)C2)N(c2cccc3c2OCO3)C1,0.731,-9.401
sample19,CCc1ccc(NC(=O)c2nsnc2NC(=O)N[C@@H]2Cc3ccccc3[C@@H]2C)c(F)c1,0.551,-9.319
sample20,O=C([C@H]1C[C@H](F)CN1c1cc2cccnc2[nH]1)N1CC(c2cccc(F)c2F)C1,0.733,-9.363
sample21,CO[C@@H]1C[C@H]2CN(C(=O)N[C@@H](C)[C@H](C(=O)Nc3cc(F)c(Br)cc3F)C(C)C)CCN2C1,0.568,-8.503
sample22,Cc1cc(C(=O)N2C[C@@H](C(=O)NCc3ccccc3)[C@H]2C)cc(Cl)n1,0.856,-8.577
sample23,CC(C)[C@@H](N)C(=O)N[C@H]1CC[C@H]1C(=O)Nc1ccc(S)c(Cl)c1,0.612,-7.723
sample24,COC(=O)c1ccc(C(C)(OC(=O)OC(C)C)C(=O)O)cc1,0.833,-7.167
sample25,Cc1cc(F)ccc1[C@H]1C[C@H]1C(=O)N1C[C@@H](C(=O)N2CCCc3cccnc32)[C@H]1C,0.783,-9.223
sample26,Cc1cc(N2C[C@@H](F)C[C@@H]2C(=O)Nc2cc(F)ccc2F)ncc1O,0.892,-8.404
sample27,Cc1cccc(C(=O)N([C@@H](C)[C@@H]2CCOC2)C(C)(C(=O)O)c2cccc(C)c2F)n1,0.780,-8.723
sample28,O=C(N[C@@H]1C[C@H]1c1cccc(F)c1F)c1ccc2c(c1)CN(C(=O)NC[C@H]1COC[C@H]1O)C2,0.643,-9.486
sample29,CCOC(=O)c1cc(Br)ccc1NC(=O)[C@@H](C)n1cccn1,0.826,-7.523
sample30,CO[C@H]1CN(C(=O)c2ccc(C(=O)N3CCOc4ccc(Br)cc43)cc2)C[C@@H]1O,0.759,-8.888
sample31,C[C@@H](C1CC1)[C@H](C(=O)O)N(c1cnn(CCC#N)c1)c1cccc(Cl)n1,0.712,-7.822
sample32,Cc1c(N2Cc3cccc(N4[C@@H](C(=O)O)C[C@@H]4C(=O)O)c3C2)ccc2c1CNC2,0.733,-9.063
sample33,CCN(c1cc(O)cnc1C)[C@H](C)C(=O)N1Cc2ccc(Cl)cc2C2(CC2)C1,0.843,-8.580
sample34,Cc1cc(C(=O)N2CCOC[C@@H]2CC(=O)N[C@@H]2C[C@H](C)c3ccccc32)c(F)cc1F,0.804,-9.313
sample35,C[C@H](c1ccc(F)cc1)N(C)C(=O)[C@@H]1CCN(C(=O)c2cccc(CBr)c2)[C@@H]1C,0.601,-8.853
sample36,C[C@H]1NC[C@H]1C(=O)N[C@H]1Cc2ccc(N[C@@H]3C[C@H]4c5ccccc5CC[C@@H]34)cc2C1,0.736,-9.844
sample37,C[C@@]1(N(C(=O)C=C2CNC2)c2ccc(N)c(O)n2)CCc2ccccc21,0.738,-9.035
sample38,CC[C@@H]1c2ccc(C)n2CCN1c1cc([C@H](C)Nc2nccnc2OC)on1,0.696,-7.976
sample39,O=C(c1c(F)cccc1F)N1CC[C@@H]1C(=O)N1[C@@H]2CC[C@@H]1c1ccccc12,0.813,-9.042
sample40,CN[C@H]1C[C@H](C(=O)N2Cc3cc(N[C@@H]4Cc5ccccc54)cc(F)c3C2)C1,0.873,-9.299
sample41,Cc1ccc(C(=O)N2C[C@H](C(=O)N3Cc4cccc(C#N)c4C3)[C@H]2C)c(N)n1,0.863,-9.179
sample42,C[C@H]1NC[C@H]1C(=O)N1Cc2cc(N3CCCc4cccc(F)c4C3)cc(F)c2C1,0.844,-9.600
sample43,CCCc1ccccc1C(=O)NC1(C(=O)N(C)[C@H](C)c2ccc(C)s2)CCC1,0.722,-8.436
sample44,CC1=C(NC(=O)[C@@]2(C)CN(c3ccc(C)nn3)CCO2)[C@@H](C)C1=O,0.890,-8.196
sample45,Cc1cc(C#N)ccc1N[C@H]1CC[C@@H]1C(=O)N[C@H]1Cc2ccc(Cl)cc2C1,0.844,-9.168
sample46,Cc1nnccc1CN[C@@H]1C[C@H]1C[C@@H](Nc1n[nH]c2c1CCCC2)C(=O)O,0.560,-8.489
sample47,C[C@@H]1[C@@H](C(=O)N2CC(c3cccc(F)c3F)C2)CN1c1cnc2c(c1)CNC2,0.883,-9.291
sample48,C[C@H]1NC[C@H]1C(=O)N1CCc2c(ccc(N[C@H](C#N)c3ccc(F)cc3)c2F)C1,0.833,-9.332
sample49,CCN1C[C@@H](CNC(=O)c2cc(N[C@@H]3C[C@H]4c5ccccc5CC[C@@H]34)c(F)nc2F)CC1=O,0.656,-9.529
sample50,Cc1c(N[C@@H]2c3ccccc3C[C@@H]2N2CC(F)(F)C[C@@H]2C)cnnc1Cl,0.867,-8.592
sample51,Cn1nnc2ccc(Oc3cccc(NCC[C@H]4COCCN4)c3)cc21,0.710,-8.590
sample52,CCc1occc1C(=O)N1C[C@@H](C(=O)Nc2cc(F)c(F)cc2C#N)[C@H]1C,0.892,-8.646
sample53,O=C(N[C@@H]1C[C@H]2c3ccccc3CC[C@@H]12)c1ccc(C(=O)N2CCOC[C@H]2CO)cc1,0.796,-9.288
sample54,COC(=O)[C@@H]1C[C@H]1CNc1cnc(N[C@@H]2C[C@H]3c4ccccc4CC[C@@H]23)cc1C(=O)O,0.588,-9.151
sample55,CCN1[C@H](C(=O)Nc2ccc(C(C)=O)cc2)CC[C@H]1c1nc(CC2(OC(=O)CCF)CCC2)no1,0.398,-9.000
sample56,Cc1nc(C(=O)N(c2nccc(F)c2N)[C@H](C)c2ccc(Br)nc2)c(C)o1,0.624,-8.513
sample57,CC[C@@]1(C)C[C@@]1(C(=O)O)N(c1ccc(=NC)[nH]c1)c1ccc(C#N)cn1,0.861,-8.230
sample58,C[C@H]1NC[C@@H]1C(=O)N1CCc2c(ccc(N[C@H]3Cc4ccccc43)c2F)C1,0.879,-9.392
sample59,C[C@H]1NC[C@@H]1C(=O)N1CCc2c(ccc(N3CCc4ccc(Br)cc43)c2F)C1,0.766,-9.278
sample60,Cc1cc(C#N)ccc1N(c1ccc2c(c1)C1(CC1)CNC2)[C@@]1(C)CCNC1=O,0.848,-9.290
sample61,C[C@@H](NC(=O)c1ccnc(Cl)c1F)[C@@H](C)c1ccccc1,0.873,-7.985
sample62,Cn1ccc([C@H]2C[C@@H]2C(=O)N2Cc3ccccc3[C@@H]2C(=O)N2CCc3cccnc3CC2)n1,0.627,-9.586
sample63,O=C(C[C@H]1COc2ccc(F)cc21)N[C@H]1CO[C@H](C(=O)Nc2cc(F)cc3c2COC3=O)C1,0.668,-9.578
sample64,CN(Cc1ccc(OCc2cccc3c2OCCN3)nc1)C(=O)[C@@H]1[C@H]2C=CC[C@H]21,0.766,-8.878
sample65,CN(C(=O)[C@@H]1C[C@@H]2C[C@H](NC(=O)c3c(F)cccc3F)[C@H]2C1)c1cc(F)ccc1F,0.759,-9.227
sample66,C[C@@H](Oc1cccc2c1OCC[C@@H]2N)[C@H]1C[C@H](F)CN1C(=O)c1cn(C)cn1,0.869,-8.373
sample67,C[C@@]1(c2nc3c(S(=O)(=O)[C@]4(C)CS(=O)(=O)C[C@@H]4Cl)cccc3s2)CCCOC1,0.650,-8.365
sample68,C[C@@H]1[C@H](C(=O)N2Cc3cc(Br)cc(F)c3C2)CN1c1cc(F)c2c(c1)CNCC2,0.739,-9.422
