SMILES,DockingScoreReward,CornealReward,MelaninReward,IrritationReward,Reward,DockingScoreProperty,CornealProperty,MelaninProperty,IrritationProperty,Epoch
C1=CC2c3cc(-c4nnc(-c5cccc(Oc6ccnc7ccccc67)c5)o4)ccc3NCC2C1,10.1,-0.0016399264335632546,-0.2957301587301586,-0.19068482421731345,9.611945090618963,-10.1,0.8983601,0.6042698412698414,0.29068482421731345,200
Cn1ncc2c1CC(c1c[nH]c3cc(-c4cccc5c(-c6cccc(-c7cccc8cccnc78)c6)ccnc45)ccc13)CC2,10.1,-0.0,-0.48756277056277064,-0.0,9.612437229437228,-10.1,0.9116671,0.4124372294372294,0.03542349915371498,200
CC(CN)c1ccc(-c2nnc(-c3ccnc(-c4ccc5c(c4)C4C=CCC4CN5)c3)o2)cc1,9.0,-0.1663916349411011,-0.3202377344877345,-0.019296380136250776,8.494074250434913,-9.0,0.73360837,0.5797622655122655,0.11929638013625078,200
Cn1ncc2c1CC(c1ccc3cc[nH]c3c1)CC2c1cccc(-c2nnc(-c3cccc4cccnc34)o2)c1,10.3,-0.0016399264335632546,-0.24582148553201166,-0.012033818717102795,10.040504769317321,-10.3,0.8983601,0.6541785144679884,0.1120338187171028,200
Cn1ncc2c1CC(c1ccc3c(c1)OCO3)CC2c1nnc(-c2cccc(-c3cccc4cccnc34)c2)o1,10.0,-0.0016399264335632546,-0.27085323156375773,-0.0,9.72750684200268,-10.0,0.8983601,0.6291467684362423,0.046291474585446496,200
C1=CC2c3cc(-c4ccc(-c5nnc(-c6cccc7cccnc67)o5)cc4-c4cccc5cccnc45)ccc3NCC2C1,10.7,-0.0016399264335632546,-0.2638845598845597,-0.031154053739922055,10.403321459941955,-10.7,0.8983601,0.6361154401154403,0.13115405373992206,200
NC(c1cc(-c2cccc(-c3ccc(S(=O)(=O)c4ccc5c(c4)C4C=CCC4CN5)cc3)c2)cc2c1OCO2)c1c[nH]c2ccccc12,7.2,-0.329957389831543,-0.2043492063492065,-0.20210300622975316,6.463590397589497,-7.2,0.5700426,0.6956507936507935,0.30210300622975317,200
Cn1ncc2c1CC(c1nnc(-c3cccc(-c4ccc5cc[nH]c5c4)c3)o1)CC2c1ccnc2ccccc12,10.5,-0.0016399264335632546,-0.2591548188653451,-0.08728699919969293,10.151918255501398,-10.5,0.8983601,0.6408451811346549,0.18728699919969294,200
C1=CC2c3cc(-c4cc(-c5nnc(-c6cccc(-c7ccccc7)c6)o5)cc5c4OCO5)ccc3NCC2C1,10.1,-0.011535727977752708,-0.3141940836940835,-0.07423743965648177,9.700032748671681,-10.1,0.8884643,0.5858059163059165,0.17423743965648178,200
Cn1ncc2c1CC(c1cc3c(c(-c4cc(-c5cccc(-c6ccc7c(c6)OCO7)c5)no4)c1)OCO3)CC2,10.3,-0.011535727977752708,-0.3372936507936508,-0.0,9.951170621228597,-10.3,0.8884643,0.5627063492063492,0.018655458489534787,200
C1=CC2c3cc(-c4nnc(-c5cc(-c6cccc(-c7cccc8cccnc78)c6)no5)o4)ccc3NCC2C1,11.0,-0.0016399264335632546,-0.18609884559884549,-0.1317496330286559,10.680511594938935,-11.0,0.8983601,0.7139011544011545,0.2317496330286559,200
C1=CC2c3cc(-c4cccc5c(-c6nnc(-c7cccc(-c8cccc9cccnc89)c7)o6)ccnc45)ccc3NCC2C1,10.5,-0.0016399264335632546,-0.2829797979797978,-0.11544661544068688,10.099933660145952,-10.5,0.8983601,0.6170202020202022,0.21544661544068688,200
Cn1ncc2c1CCCC2c1cccc2c(-c3nnc(-c4cccc(-c5cccc6cccnc56)c4)o3)ccnc12,10.1,-0.0016399264335632546,-0.3545670995670994,-0.0,9.743792973999337,-10.1,0.8983601,0.5454329004329006,0.05957074852585017,200
C1=CC2c3cc(-c4nnc(-c5cccc(-c6cc(-c7cccc8c7OCO8)on6)c5)o4)ccc3NCC2C1,10.5,-0.020269358158111594,-0.20645238095238083,-0.0059635932299450245,10.267314667659562,-10.5,0.87973064,0.6935476190476192,0.10596359322994503,200
C1=CC2c3cc(-c4nnc(-c5ccc(-c6cccc7c6OCO7)c(-c6ccnc7ccccc67)c5)o4)ccc3NCC2C1,10.4,-0.011535727977752708,-0.30216233766233747,-0.041886982875289164,10.04441495148462,-10.4,0.8884643,0.5978376623376626,0.14188698287528917,200
O=S(=O)(c1ccc(-c2ccc3c(c2)C2C=CCC2CN3)cc1)c1cc(-c2cccc(-c3cccc4cccnc34)c2)cc2c1OCO2,10.0,-0.023652815818786643,-0.17468253968253988,-0.3957605950552331,9.405904049443441,-10.0,0.8763472,0.7253174603174601,0.4957605950552331,200
C1=CC2c3ccccc3NC(c3nnc(-c4nnc(-c5cccc(-c6cccc7cccnc67)c5)o4)o3)C2C1,10.7,-0.00969430208206179,-0.21892424242424213,-0.2905122146517083,10.180869240841988,-10.7,0.8903057,0.6810757575757579,0.39051221465170827,200
C1=CC2c3cc(-c4nnc(-c5ccc(-c6cccc7c6OCO7)c(-c6ccc7c(c6)OCO7)c5)o4)ccc3NCC2C1,9.3,-0.011535727977752708,-0.30216233766233747,-0.0,8.98630193435991,-9.3,0.8884643,0.5978376623376626,0.06985174559768301,200
Cn1ncc2c1CC(c1ccc(-c3cccc(-c4ccnc5ccccc45)c3)cc1)CC2S(=O)(=O)N1CCCCC1,9.9,-0.01281847953796389,-0.3468968253968254,-0.0,9.54028469506521,-9.9,0.8871815,0.5531031746031746,0.014977237299864634,200
Cn1ncc2c1CC(c1cccc(-c3cccc4cccnc34)c1)CC2c1cc2c(c(-c3ccc4c(c3)OCO4)c1)OCO2,9.0,-0.011535727977752708,-0.3670242272347536,-0.0,8.621440044787493,-9.0,0.8884643,0.5329757727652464,0.01987901881198491,200
C1=CC2c3cc(-c4nnc(-c5nc(-c6cccc(-c7cccc8c7OCO8)c6)cs5)o4)ccc3NCC2C1,10.5,-0.011535727977752708,-0.32159090909090904,-0.024234909162736865,10.142638453768601,-10.5,0.8884643,0.578409090909091,0.12423490916273687,200
C1=CC2c3cc(-c4cc5c(c(-c6nnc(-c7cc(-c8ccccc8)no7)o6)c4)OCO5)ccc3NCC2C1,9.8,-0.020269358158111594,-0.20645238095238083,-0.0059635932299450245,9.567314667659563,-9.8,0.87973064,0.6935476190476192,0.10596359322994503,200
C1=CC2c3cc(-c4cc(-c5cc6c(c(-c7cccc(-c8cccc9c8OCO9)c7)c5)OCO6)cc5c4OCO5)ccc3NCC2C1,10.4,-0.011535727977752708,-0.25029004329004323,-0.3815911835835465,9.756583045148657,-10.4,0.8884643,0.6497099567099568,0.48159118358354647,200
C1=CC2c3cc(-c4cccc(-c5ccc(-c6nnc(-c7cccc8c7OCO8)o6)s5)c4)ccc3NCC2C1,9.8,-0.011535727977752708,-0.3091190476190474,-0.10125030107664648,9.378094923326554,-9.8,0.8884643,0.5908809523809526,0.2012503010766465,200
c1cc(-c2cc(-c3cccc4c3OCO4)on2)cc(-c2nnc(NCc3c[nH]c4ccccc34)o2)c1,9.7,-0.7501658588647843,-0.28587301587301583,-0.005997488861004235,8.657963636401195,-9.7,0.14983414,0.6141269841269842,0.10599748886100424,200
NC(c1cccc(-c2cccc(-c3cc4c(c(C5Nc6ccccc6C6C=CCC65)c3)OCO4)c2)c1)c1c[nH]c2ccccc12,8.7,-0.39038904905319216,-0.5543405483405484,-0.6416676579883571,7.113602744617902,-8.7,0.50961095,0.3456594516594516,0.7416676579883571,200
CC(Sc1ccc(-c2ccc3c(c2)C2C=CCC2CN3)cc1Cl)c1cccc(NC(N)=O)c1,9.4,-0.20503088235855105,-0.2418730158730159,-0.0,8.953096101768432,-9.4,0.6949691,0.6581269841269841,0.0306492480635022,200
C1=CC2c3cc(-c4nnc(-c5cccc(-c6cc(-c7ccnc8ccccc78)cc7c6OCO7)c5)o4)ccc3NCC2C1,10.7,-0.011535727977752708,-0.3141940836940835,-0.07423743965648177,10.300032748671681,-10.7,0.8884643,0.5858059163059165,0.17423743965648178,200
c1cnc2c(-c3ccc(-c4nnc(-c5ccc6c(c5)OCO6)o4)c(-c4cccc5cccnc45)c3)cccc2c1,9.5,-0.0511654853820801,-0.2353849775955038,-0.5539040148247886,8.659545522197629,-9.5,0.8488345,0.6646150224044962,0.6539040148247885,200
Cn1ncc2c1CC(c1cccc(-c3cccc(-c4cccc5cccnc45)c3)c1)CC2c1ccc2c(c1)OCO2,9.6,-0.009391629695892356,-0.3303416875522138,-0.0,9.260266682751894,-9.6,0.8906084,0.5696583124477862,0.06016485129900674,200
Cn1ncc2c1CC(c1ccc(-c3cccc(-c4nnc(-c5cccc6cccnc56)o4)c3)cc1)CC2,8.9,-0.0016399264335632546,-0.36818614718614706,-0.0,8.53017392638029,-8.9,0.8983601,0.531813852813853,0.018971010510757797,200
Cn1ncc2c1CC(c1ccc3c(c1)OCO3)CC2c1ccc(-c2cc(-c3ccc4cc[nH]c4c3)cc3c2OCO3)cc1,9.7,-0.011535727977752708,-0.35002350573403196,-0.0,9.338440766288214,-9.7,0.8884643,0.5499764942659681,0.030975861162499577,200
O=S(=O)(c1ccccc1)c1cc(-c2ccnc(-c3cccc4cccnc34)c2)ccc1-c1cccc2cccnc12,8.5,-0.04372628927230837,-0.20720634920634928,-0.24446493848798026,8.004602423033363,-8.5,0.8562737,0.6927936507936507,0.34446493848798027,200
NC(c1cccc(-c2cc3c(c(-c4nnc(-c5ccc6c(c5)C5C=CCC5CN6)o4)c2)OCO3)c1)c1c[nH]c2ccccc12,10.4,-0.30157908201217654,-0.36704761904761896,-0.11941947029994354,9.61195382864026,-10.4,0.5984209,0.5329523809523811,0.21941947029994355,200
O=C(c1ccc2c(c1)C1C=CCC1CN2)C1C=CC(c2cccc(-c3cc(-c4cccc5c4OCO5)no3)c2)C1,9.7,-0.011535727977752708,-0.323943722943723,-0.038858349383353585,9.32566219969517,-9.7,0.8884643,0.576056277056277,0.1388583493833536,200
C1=CC2c3cc(-c4ccc(-c5nnc(-c6cccc7cccnc67)o5)cc4-c4ccc5c(c4)OCO5)ccc3NCC2C1,10.1,-0.011535727977752708,-0.29843217893217877,-0.12825390965404154,9.661778183436025,-10.1,0.8884643,0.6015678210678213,0.22825390965404155,200
Cn1ncc2c1CC(c1ccc3c(c1)OCO3)CC2c1cccc(-c2cc(-c3ccnc4ccccc34)ccn2)c1,10.2,-0.0,-0.3303416875522138,-0.0,9.869658312447786,-10.2,0.9154683,0.5696583124477862,0.06016485129900674,200
C1=CC2c3cc(-c4nnc(-c5cccc(-c6nnc(-c7cccc8c7OCO8)o6)c5)o4)ccc3NCC2C1,11.2,-0.020269358158111594,-0.2617301587301586,-0.02697185363790039,10.89102862947383,-11.2,0.87973064,0.6382698412698414,0.1269718536379004,200
Cn1ncc2c1CC(c1cc(-c3cccc(-c4cccc5cccnc45)c3)ccn1)CC2c1c[nH]c2ccccc12,10.3,-0.0,-0.4034838231943495,-0.04384367535378492,9.852672501451867,-10.3,0.9116671,0.4965161768056505,0.14384367535378492,200
C1=CC2c3ccccc3NC(c3nnc(-c4cccc(-c5csc(-c6cccc7c6OCO7)n5)c4)o3)C2C1,11.0,-0.011535727977752708,-0.30213852813852804,-0.144395936880466,10.541929807003253,-11.0,0.8884643,0.597861471861472,0.244395936880466,200
