SMILES,DS,CP,1-EI,MB,R
CCCC(=O)NC(=O)C(=O)NC(=O)c1ccccc1C,-7.806,0.9885504841804504,0.9707174345426086,0.8588809523809523,-6.433587342403706
CC(=O)NCCCNC(=O)NC(=O)c1ccccc1C,-7.943,0.9841132760047913,0.9217409558098244,0.8652142857142857,-6.2339342825621875
CONC(=O)NC=CC1(C)NC1(C)c1cccc(C)c1,-8.268,0.9893664717674255,0.9703100802182715,0.7840793650793649,-6.223407290029725
CCCC1CCONC(O)CCC(=O)CCC(=O)NNC1,-8.173,0.9802268743515015,0.9765130021707344,0.794404761904762,-6.214811677751951
CCCC(=O)NC(N)C(=O)NC(=O)c1ccccc1C,-7.479,0.996738851070404,0.9912807565901597,0.8388333333333332,-6.198652286532612
CC(=O)C(=O)NCNC(C)(O)N(C)c1cccc(C)c1,-7.203,0.9991840720176697,0.9799766790826888,0.8678412698412697,-6.120895384799947
CCCC(=O)NC(N)C(=O)NC(=O)c1ccccc1Cl,-7.328,0.997330904006958,0.9961664691935069,0.8388333333333332,-6.107062106656864
Cc1ccccc1C(=O)NC(=O)C(N)N1CC1C(C)C,-7.615,0.9924389123916626,0.9170519521756275,0.8799523809523809,-6.098552997072475
CC(=O)C(=O)NCN[N+](C)(O)C(=O)c1cccc(C)c1,-7.252,0.9996243715286255,0.9946639577104165,0.8443730158730159,-6.088430579262353
Cc1cccc(C(N)C(=O)CC2(O)CCCN2)c1,-7.382,0.9777527451515198,0.9760438474844212,0.859563492063492,-6.0555051051762865
Cc1ccccc1C(=O)NC(=O)NCCCNC(C)C,-7.252,0.988502025604248,0.9735749741942922,0.8612142857142857,-6.01057452107751
CC1CC1(O)NC(N)C(=O)NC(=O)c1ccccc1Cl,-7.525,0.9859936237335205,0.9962149849896357,0.8107698412698413,-5.9928204541551
CCCC(C)NC(N)C(=O)NC(=O)c1ccccc1C,-7.16,0.9905226826667786,0.995457892043092,0.8464999999999999,-5.976230009756946
CC(NC(=O)Cc1ccccc1)=C1NC1C(=O)CNC(C)C,-7.655,0.9931983351707458,0.9731646832008556,0.8069126984126984,-5.970271313252149
C[O+]=NC(=O)NNCC1(C)NC1(C)c1cccc(C)c1,-8.119,0.994455873966217,0.9820169992147031,0.7526428571428572,-5.9675492078600225
CONC(=O)NC=CC1(C)N[SH]1(=O)c1cccc(C)c1,-7.51,0.9885184168815613,0.9830772168436016,0.817269841269841,-5.964551684768224
CCCC(=O)NN(N)C(=O)NC(=O)c1ccccc1Cl,-7.445,0.9955717325210571,0.962936758562513,0.8352460317460318,-5.961416230934513
CONC(=O)NNSC1(C)NC1(C)c1cccc(C)c1,-7.802,0.9797995686531067,0.9766493113951328,0.7981428571428572,-5.958850222561607
Cc1cccc([SH]2(=O)NC2(C)CNNC(=O)C(C)C)c1,-7.667,0.9867303371429443,0.9938989155763092,0.7914523809523808,-5.951013709853203
Cc1ccccc1C(=O)NC(=O)C(N)NCNC(C)C,-7.173,0.9968396425247192,0.9546737971913734,0.8700714285714284,-5.939310658143796
CONC(=O)NN=NC(C)(O)C(=O)c1cccc(C)c1,-7.561,0.9921863079071045,0.9845081477919191,0.8035476190476193,-5.93476327937435
CC(C)CCNC(N)C(=O)NC(=O)c1ccccc1Cl,-7.115,0.9958440661430359,0.9900011628277582,0.845611111111111,-5.931610562955243
CONC(=O)NCNC(C)(O)C(=O)c1cccc(C)c1,-7.227,0.9960933327674866,0.9918480175607273,0.830436507936508,-5.929385009671714
Cc1ccccc1C(=O)NC(=O)C(N)NCC1CC1C,-7.761,0.993511974811554,0.9359393974406776,0.8208968253968253,-5.924164297177442
CC(C)NNC(=O)C(N)OC(C)NC(=O)Cc1ccccc1,-7.421,0.9892838001251221,0.8899028330917681,0.9066507936507934,-5.9233304876487844
CC(C)CCC(=O)C(=O)CNC(=O)NCC(=O)Nc1ccccc1,-7.668,0.9725781083106995,0.9928607610027335,0.7982460317460317,-5.910601906101932
CONC(=O)NCN[N+](C)(O)C(=O)c1cccc(C)c1,-7.223,0.9984562397003174,0.9858163132139961,0.8310634920634922,-5.908494768381206
Cc1ccccc1C(=O)NC(=O)C(N)NCCC(C)C,-7.186,0.9893202781677246,0.9864101709051419,0.841611111111111,-5.901917384558606
Cc1cccc(C(=O)[N+](C)(O)NCNC(=O)[O+](C)C)c1,-6.927,0.9987429976463318,0.9942957672459868,0.8569126984126985,-5.894556085368041
CONC(=O)NC=CCCNC(=O)c1cccc(C)c1,-7.048,0.9941099286079407,0.9815952944346221,0.8557936507936508,-5.885750315983881
