,SMILES,QED,Proxy
sample0,O=C1CCc2cccc(N(c3cc(F)c4c(c3)CNC4)[C@@H]3[C@H]4C[C@H]5CO[C@H]3[C@H]5C4)c21,0.836,-10.027
sample1,C[C@H]1c2ccccc2[C@H](C)N1C1COc2ccc(N3C[C@H]4CC(F)(F)[C@@H]4C3)cc21,0.681,-9.433
sample2,C[C@H]1CO[C@H](C(=O)N2CC(c3ccc(N4CCc5cc(C=O)ccc5C4)cc3)C2)C1,0.733,-9.571
sample3,O=C(c1ccc(F)cc1)N([C@@H]1[C@H]2C[C@@H]3CO[C@@H]1[C@H]3C2)C1(C(=O)O)CC[C@@H]2CC[C@@H]21,0.843,-9.261
sample4,O=C(N[C@@H]1CCc2ccc(Oc3ccc4c(c3)[C@@H](O)CNC4)cc21)N1CC2(CCCC2)C1,0.679,-9.682
sample5,O=C(N[C@H]1Cc2ccccc21)[C@H]1[C@H]2C[C@@H]3[C@H]1[C@@H]3[C@@H]2O[C@@H]1C[C@H]2[C@H]3C[C@H]4[C@H]2[C@H]4[C@H]31,0.880,-9.467
sample6,Cc1ccc(C(=O)N[C@@H]2CN[C@H](C(=O)N3CCC[C@@]4(CCC(=O)O4)C3)C2)cc1,0.763,-8.856
sample7,COC(=O)c1cc(-c2noc([C@@H]3C[C@H]3CNC3C[C@H]4CN[C@@H](C3)C4)n2)c[nH]1,0.664,-8.775
sample8,Cc1cncc(C)c1O[C@@H]1CCC12CN(C(=O)NCC(C1CC1)C1CC1)C2,0.832,-8.611
sample9,CC1(C)[C@@H]2C[C@H](NC(=O)C3(n4ccc5ccccc54)C4[C@H]5C6C7[C@H]4[C@@H]7C3[C@H]65)[C@@H]1C2,0.856,-9.717
sample10,O=C(c1c[nH]nc1Nc1ccc2c(c1)CNC2)N1CCC2(CCO2)CC1,0.788,-8.833
sample11,N[C@H]1Cc2ccc(N(C[C@H]3C[C@H]3C3CC3)c3cc(F)c4c(c3)CNC4)cc2C1,0.826,-9.668
sample12,Cc1cc(F)c2c(c1)CCN(C1(C(=O)NC3[C@@H]4[C@H]5CC[C@@H](C5)[C@@H]34)C3[C@H]4C5C6[C@H]3[C@@H]6C1[C@H]54)C2,0.797,-10.363
sample13,O=C1[C@H]2C=C[C@H]1[C@@H]1[C@@H]2C=CC1(C(=O)O)N1C(=O)Cc2ccc(O[C@@H]3C[C@H]4[C@H]5C[C@H]6[C@H]4[C@H]6[C@H]53)cc21,0.706,-9.912
sample14,N#CC[C@H]1Cc2ccccc2C1N1C[C@@H]2C[C@@H]1CC2N1C[C@@H]2CC(=O)C[C@H]2C1,0.814,-8.969
sample15,O=C(NC1Cc2ccccc2C1)[C@@]12C[C@H]1CN(C1CNCCCNC1)C2,0.742,-8.784
sample16,O=C([C@@H]1CC=CC[C@H]1C(=O)n1c(=O)[nH]c2ccccc2c1=O)N(CCF)[C@H]1CCC[C@@H]2C[C@@H]21,0.705,-9.280
sample17,c1ccc(C2CN(C3[C@@H]4[C@H]5C[C@H]6[C@H]3[C@H]3[C@H]4C[C@@H]5[C@H]63)C2)cc1,0.802,-8.864
sample18,Oc1cc(N(c2nc(F)[nH]c3ncnc2-3)[C@H]2CCOC3(CCC3)C2)ccc1F,0.669,-9.187
sample19,N#Cc1cc2c(c(N(Cc3ccc(C#N)nc3)C(=O)[C@H]3CC[C@H]3F)c1)OCCO2,0.793,-8.958
sample20,CC(=O)Oc1ccc(NC(=O)[C@H]2CC[C@@H]3CC[C@H]2N3c2ccc3c(c2)CC(=O)N3)cc1,0.585,-9.371
sample21,Cc1ccc2c(=O)n(C(=O)C34CC5C[C@@H]3[C@@H]4C5)c(=O)n(C3(C(=O)O)[C@H]4CC[C@H]4[C@@H]4C[C@@H]43)c2c1C,0.760,-9.801
sample22,Cc1cc(O)cc(C(=O)N(C2(C(=O)O)CCc3cc(C)ccc32)C23C4C5C6C4C2C6C53)c1,0.783,-10.138
sample23,Cc1ccc2nc([C@@]34C[C@H]3CN(C3C5[C@@H]6C7C8[C@@H]6C3(Br)[C@@H]8[C@@H]75)C4)n(C)c2c1,0.693,-9.435
sample24,Cc1ccc(C)c(-c2noc([C@]34C[C@@H]3CN(C(=O)[C@@H]3CCOC[C@H]3C)C4)n2)c1,0.817,-9.221
sample25,Fc1cc(N(c2ccc3c(c2F)CCNC3)C23C4C5C6C4C2C6C53)cc2c1CNC2,0.822,-10.442
sample26,O=C(O)[C@@H]1[C@H]2C[C@@H]3[C@H]1[C@@H]3[C@H]2O[C@@H]1c2cccc(F)c2C[C@@H]1N1CCCc2ncccc21,0.819,-9.726
sample27,Cc1ccc2c(c1)CCC2(C(=O)O)N1C(=O)C2(CC2)c2cc(O[C@@H]3[C@@H]4[C@H]5[C@@H]6[C@@H]3[C@@H]3[C@H]4[C@H]3[C@@H]56)ccc21,0.740,-10.502
sample28,Cc1cc(F)c2c(c1)CCN(c1ccc3c(c1)CCN3C(=O)[C@@]13C[C@@H]1CCCN3)C2,0.827,-9.954
sample29,Cc1c(N(c2ccc3c(c2)CCC(=O)C3)[C@@H]2[C@H]3C[C@@H]4CO[C@@H]2[C@H]4C3)ccc2c1CNC2,0.817,-9.994
sample30,N[C@@H]1Cc2ccc(C(=O)N[C@@H]3CC[C@@H]3C(=O)N3C[C@@H](C=O)c4ccccc43)cc2C1,0.764,-9.662
sample31,O=C1CCN(C2C(=Cc3ccc4c(c3)CC4)[C@H]3CCCC[C@@H]23)[C@H]2CCC[C@H]12,0.754,-9.515
sample32,O=C1CCc2cc(N(c3cc(F)c4c(c3)CNC4)[C@@H]3C[C@H]4C=C[C@@H]3C4)ccc2C1,0.781,-9.939
sample33,O[C@@H]1CO[C@H]2[C@@H]1OC[C@@H]2N(C1CC[C@H](O)c2ccccc21)[C@@H]1Cc2ccccc2[C@@H]1O,0.701,-9.499
sample34,O=C1N(C2(C(=O)N[C@@H]3COc4ccc(Cl)cc43)C3[C@H]4C5C6[C@H]3[C@@H]6C2[C@H]54)c2c(F)cccc2C1(F)F,0.698,-10.200
sample35,O=C1CCCCC[C@@H]1N(C(=O)c1cnco1)C1[C@@H]2[C@@H]3C[C@@H]4C[C@H]3[C@H]3[C@@H]2C[C@H]1[C@H]43,0.752,-9.036
sample36,NC1(C(=O)N2C[C@@H](CN3Cc4ccc(O)cc4C3)c3ccccc32)COC1,0.863,-9.032
sample37,O=C1CCc2cc(C(=O)N(C3[C@@H]4[C@H]5C[C@H]6[C@H]3[C@H]3[C@H]4C[C@@H]5[C@H]63)[C@@H]3C[C@H](F)c4ccccc43)ccc21,0.610,-10.440
sample38,O[C@H]1c2ccccc2C[C@H]1O[C@H]1C[C@@H]2C[C@@H]1C[C@@H]2Nc1ccc2c(c1)NCC2,0.757,-9.570
sample39,O=C1Nc2ccc(NC(=O)C3[C@@H]4CN([C@@H]5C[C@@H]6CC[C@H]5C6)C[C@@H]34)c3cccc1c23,0.844,-9.593
sample40,COC(=O)[C@@H]1[C@@H]2CN(c3ccc(CN4CCc5cc(C)cc(F)c5C4)cc3F)C[C@@H]21,0.718,-9.622
sample41,Cc1ccc2c(c1)CCC2(C(=O)NC1[C@@H]2[C@H]3CC[C@@H](C3)[C@@H]12)n1nc(C(N)=O)nc1C,0.810,-9.539
sample42,C[C@@H]1N[C@@H](C)CC(=O)C1=Cc1ccc(F)c(Oc2ccc3c(c2)NC(=O)C3)c1,0.794,-9.283
sample43,Cc1ccc(Oc2ccc(N3C[C@@H]4[C@@H]5COC[C@H]5[C@@H]4C3)c(F)c2)cc1CN,0.894,-9.120
sample44,N[C@@H]1Cc2ccc(C(=O)N3C[C@H]4C[C@H]4[C@@H]3C(=O)N3CCCc4cc(Br)ccc4C3)cc2C1,0.697,-9.789
sample45,O=C([C@@H]1C[C@H]2CC[C@@H]1C2)N1CCc2cccc(F)c2C1,0.769,-8.225
sample46,CC1(Oc2ccc3c(c2)CC(=O)CO3)CC2(CN(C3CCCC34CC4)C2)C1,0.815,-9.260
sample47,Cc1c(N(C2CCCC23CCC3)[C@@H]2CCC[C@@H]3C[C@@H]3CC2)ccc2c1CNC2,0.684,-9.109
sample48,N[C@@H]1Cc2ccc(C(=O)N3C[C@@H]4[C@H](C3)[C@@H]4C(=O)N3CCc4cccc(F)c43)cc2C1,0.833,-9.861
sample49,O=C1C[C@@H]2CN(C(=O)[C@H]3C[C@@H](c4ccccc4)CN3C3C4[C@H]5C6C7[C@H](C3[C@H]65)[C@@H]74)C[C@@H]2C1,0.764,-10.026
sample50,O=C[C@@H]1CN(C2CNCCCN(c3c[nH]c4nccc-4c3)C2)c2ccccc21,0.689,-9.033
sample51,Cc1ncc2c(n1)CN(c1ccc3c(c1)CCN3C(C)[C@@H]1CCCNC1)C2,0.908,-9.128
sample52,Oc1ccc2c(c1)CCN(c1ccc3c(c1)CN(C1CCC[C@H]4C[C@@H]14)C3)C2,0.857,-9.795
sample53,Cn1ncc2c1CN(Cc1ccc(CCNC3[C@H]4[C@@H]5[C@@H]6[C@H]7C(=O)[C@H]([C@H]3[C@H]75)[C@H]46)cc1)C2,0.806,-9.853
sample54,N[C@H]1CCO[C@H]1c1nc2ccc(OCc3ccc4c(c3)CCNC4)nc2o1,0.731,-9.210
sample55,C[C@H]1C[C@@H](C(=O)N[C@@H]2CCc3ccc(O[C@@H]4C[C@H]5[C@H]6C[C@H]7[C@H]5[C@H]7[C@H]64)cc32)N1,0.864,-9.273
sample56,O=C(N[C@@H](c1noc(C23C4[C@@H]5C6CC([C@H]52)[C@H]3[C@@H]64)n1)c1ccccc1F)C12CNCC(C1)C2,0.759,-9.940
sample57,O=C1NCc2cc(N[C@@H]3CCc4ccc(O[C@H]5CNCC56CC6)cc43)ccc21,0.768,-9.534
sample58,N[C@@H]1Cc2ccc(C(=O)N3[C@@H]4CC[C@@H]3[C@H](C(=O)N3CC(c5ccccc5)C3)C4)cc2C1,0.838,-9.916
sample59,O=C1CC[C@H](Oc2ccc3c(c2)[C@H](NC(=O)[C@@H]2[C@@H]4CN[C@H]2C4)CC3)c2ccccc21,0.822,-9.729
sample60,COc1cc2c(c(N[C@H]3CCc4cc(NC56C7C8C9C7C5C9C86)ccc43)c1)OCCN2,0.688,-10.018
sample61,O=C1CCc2cccc(N3C[C@H]4C[C@H]4[C@H]3C(=O)N3C[C@H]4C[C@@]4(c4ccccc4)C3)c21,0.795,-9.618
sample62,O=C1CC[C@H]2[C@@H]1[C@@H]2C(=O)N[C@]12CC[C@H](C1)C(=C[C@@H]1CCc3ccccc31)C2=O,0.826,-9.705
sample63,O=C(NC12C3C4C5C3C1C5C42)C1(F)CN(c2ccc3c(c2)NCC3)C1,0.877,-9.271
sample64,O=C(O)[C@@H]1[C@H]2C[C@@H]3[C@H]1[C@@H]3[C@H]2OC[C@@H]1Cc2cccc(N3C[C@H]4C[C@H](O)[C@@H]3C4)c2O1,0.791,-9.013
