,SMILES,QED,Proxy
sample0,CNc1cc(OC2CC([C@H](C)Nc3cc(CNCCF)n(C)n3)C2)nnc1O,0.452,-8.103
sample1,Cc1ccc(-c2noc(CNN=Cc3ncc[nH]3)n2)nc1N(c1cncnc1C=O)C1CCC1,0.217,-8.877
sample2,Cc1nc(C#N)cnc1N(C(=O)C(F)(F)F)C1(C(=O)O)CC(=O)C(=O)[C@H]1C,0.745,-7.938
sample3,CN1C(=O)CC[C@@H]1COc1cc(Oc2cn(C)nc2C(=O)O)nnc1O,0.746,-7.569
sample4,NC1(C(=O)Nc2c[nH]c(C(=O)NC34CC(C(=O)O)(C3)C4)n2)CC2(CCC2)C1,0.514,-8.535
sample5,CN(c1cnc2c(NC(=O)[C@@H](N)[C@H]3CCCO3)nccc2c1)[C@H](CN)C(=O)O,0.509,-7.993
sample6,Cc1nnn(C)c1N(C(=O)[C@H](C)N)c1cc(N)c(C)c(B(O)O)c1,0.403,-8.162
sample7,CNCC1(Oc2ccc(C=O)cc2NC(=O)c2noc(C)n2)CCCC1,0.732,-8.367
sample8,CC(=O)n1ccc(Oc2ncc(Oc3ncc(C)c(Cl)n3)cn2)n1,0.664,-7.848
sample9,Cn1ccc(COc2c(C#N)cccc2Oc2cc3ccnc-3[nH]c2C(=O)O)c1,0.519,-8.819
sample10,COC(=O)c1nc(C)n(C(C)(C(=O)N[C@]2(C)C[C@@H]3CC[C@@H]2C3)c2cnn[nH]2)n1,0.731,-8.401
sample11,Cc1nnc(C)c(Oc2cc(C=O)ccc2N[C@@H]2C[C@@]2(C)C(N)=O)n1,0.768,-8.487
sample12,O=C(Nc1cc(CO)cc(Nc2ccnc(Cl)c2O)c1)c1cnco1,0.516,-8.160
sample13,Cn1ccc(C(C)(C(=O)O)n2cc(C#N)c(=O)c(O[C@@H]3CCOC[C@@H]3F)c2)n1,0.802,-8.243
sample14,Cc1cnc(Oc2cc(F)c(C(=O)O)cc2NC(=O)C(N)=O)c(C#N)c1,0.696,-8.514
sample15,Cc1cc(C(=O)N(Cc2cn(C)nn2)c2c(Cl)n(C)c(=O)n(C)c2=O)n[nH]1,0.610,-8.045
sample16,Cc1noc(N(C(=O)c2cnn(C)c2F)[C@@H]2C[C@@]2(C)C(N)=O)c1Br,0.838,-7.749
sample17,Cc1c[nH]c(C)c1C(=O)Nc1onc(C)c1NCc1ncc(C(C)C)o1,0.617,-8.108
sample18,CCn1cc(CN(C(=O)c2nccs2)c2cnc(OC)cc2Cl)cn1,0.659,-7.569
sample19,CN(CCNC(=O)[C@]1(F)CCN(c2cnn3ccccc23)C1)C(=O)c1nsnc1N,0.584,-8.346
sample20,Cc1nc(C(C)(C(=O)O)n2c(C)cc(C(=O)Nc3ccnn3CC3CC3)c2C)co1,0.617,-8.292
sample21,CC1(C)O[C@@H]1C(=O)Nc1cnc(N[C@]2(C(=O)O)CC[C@@H]2CO)c(N)n1,0.437,-7.647
sample22,CN1C[C@@H](NC(=O)C(C)(c2ccccc2C#N)n2oc(=O)nc2C(C)(C)C)C(=O)N1,0.734,-8.630
sample23,C[C@@H](Oc1ccc(C(=O)N[C@H]2CC[C@H]2C(=O)O)cn1)c1ccn(C)n1,0.823,-8.068
sample24,COc1n[nH]cc1C=CS(=O)(=O)c1ncc(N([C@@H]2CCOC(C)(C)C2)C2(CF)CC2)s1,0.630,-8.039
sample25,Cc1nnn(C)c1N(C(=O)[C@@H]1COC(=O)N1)c1ccc(O)cc1C=O,0.769,-8.075
sample26,Cc1ocnc1C(=O)N[C@@H](C(=O)Nc1nsnc1C(=O)O)C1CC1,0.688,-7.351
sample27,Cc1scnc1-c1nnc(C=Cc2cnn(C)c2)o1,0.733,-7.078
sample28,Cc1c[nH]c(C)c1C(=O)N(C[C@H]1COC[C@H]1O)c1cnc(C=O)nc1,0.780,-7.868
sample29,C[C@H](c1nnc(-c2ccn(C)c2)o1)n1cccn1,0.704,-7.049
sample30,COC(=O)C=C(C)N(c1cc(N)c(O)cn1)c1c(C)ccn(C)c1=O,0.640,-8.007
sample31,O=Cc1ncc(NCc2cccnc2NC(=O)c2cccnc2O)cn1,0.572,-8.147
sample32,COc1ncc(N(C(=O)C(N)=O)[C@@]2(F)C[C@@H]2C(=O)Nc2nccn2C)cn1,0.521,-7.734
sample33,CCC[C@H](NC(=O)C(N)=O)C1(Oc2[nH]c(C)nc2C=O)COC1,0.454,-7.515
sample34,Cc1ccc(NC(=O)c2c(NC(=O)[C@H](N)C[C@@H](C)C#N)ncn2C)c(F)c1Cl,0.679,-8.115
