,SMILES
0,CCC.Cc1cccc(Cl)c1.O
1,C.Cc1ccccc1.CccCc1ccc(-c2ccc(C)[nH]2)cc1.O
2,ccCccc(c)Cc1cc(C)cc(SCc2cn3c4(CC)c-c234)c1
3,C.CCc1cc2cC(C)c2c1C.CCc1ccc23c(c2c1)Cl3
4,C.F.O.c1ccc(CCC2CC2)cc1
5,CCc1ccc(C)cc1.CCc1ccc(O)cc1.O
6,CC(C)c1cc(O)cc(-c2ccncc2)c1
7,CCCCCC1(C(C)C)CC1C
8,c1cc2c(cc1C1CC1)O2
9,ClCc1ccc2(cc1)ClC21CC1.ccCO
10,CCc1ccc(OC)c(-c2ccc3(cc2)CCl3)c1.O
11,C1CCCCC1.CCCc1cc2(CC)c3c(CC)c1c32.F
12,C.C.CC.CCC
13,C.CC1CCC1c1ccc(Cl)cc1.O
14,C.C.C.CccC
15,C.CCc1cccc(Cl)c1.Cc1(O)ccc2(cc1)CC2
16,C
17,C.C.CC(C)C1CCCCC1
18,C.CCCc1cccc(CC)c1.F
19,C.Cc1ccc2ccnc2c1
20,C.C.C.CO.Cc1(C)ccc23c(c-2)c3c1
21,C.CCCc1cc(C)cc(OC)c1
22,CCl
23,C.CC.CCc1ccc(S)cc1OC
24,C.CCC.CCc1cccnc1
25,CCCCCCCCl
26,C.CC.CCCN.COc1cc(CO)ccc1O
27,C.CC(C)NC1CC1.F.c1ccccc1
28,CC.CCC
29,C.C.C.C.CC.c1ccccc1
30,CCCc1ccc2ccc(CC)cc2c1.F.cccC
31,C.CCC
32,
33,C.C.C
34,C.CC.CCO
35,C.CCc1cc(C)c(Cl)c2cc[nH]c12
36,C.C.CCCCCCCC
37,C.CCC.Cc1ccnc12CC2.O
38,C.C
39,C.CC.CCC
40,C
41,C.CCc1cc(OC)cc2c(Cl)c12.COC1CCC2CC1C2
42,C.CccC1CCC(C)C1.c1cc1.cc
43,CC.c1ccccc1
44,C.CCc1ccccc1.O.O
45,C.Cc1ccc(-c2ccc(C)c(Cl)c2)cc1
46,C.Oc1cccc(C2CC2)c1.cc
47,C.CC.Csccc1ccc(C)-cn1.O
48,C.CC.CCCCC.c1ccccc1
49,C.CCc1ccc2(cc1)CC2
50,C.CCO.Cc1ccccc1.O.c1ccccc1
51,C.C.CCO.Cc1cccc(C)c1
52,CCC
53,C.C.Cl.c1ccccc1.ccc12Clc(Cl)cc1-c2CCl
54,CC.COc1ccc(C2CC2)c(C)c1.Cc1ccccc1Cl
55,CC
56,CCc1cccccc1C.O.O
57,C.C.Cc1cc(CC(C)C)cc(C2CC2)c1.O
58,C.C.C.C.CCc1cccc(Cl)c1
59,C.CCC1c2ccccc21
60,Cc1ccc(C)cc1.cc
61,C.Clc1ccccc1.cc(C)c1c(ccC)C1
62,C.CCCCC1CC1C
63,C.CCC
64,C.C.Cc1c2cc(C(C)C)cc12.Cc1cccn1
65,C.Cc1ccccc1.O.c1ccccc1
66,C.Clc1cc(Cl)cc(Cl)c1.O.c1ccc2(cc1)CC2
67,C.CC.Cc1cc2c(cc1C)Cl2.F.F.O
68,CC.CCC1CCC(C)CC1
69,CC.Cc1ccc(Cl)cc1.Cc1ccc2cc(C)ccc2c1
70,C.CC1CCC1C1CC1
71,C.CC.c1cccccc1
72,CCc1cc(Cl)c(Cl)cc1CO.ClCc1ccccc1
73,CC.CC(C)c1cc(Cl)ccc1O.O
74,C.CCc1ccc2c(c1)Cl2.c1c2(ccc3ccccc32)C1
75,C.CCCC.O.c1ccc2cccc2c1
76,Cc1ccc(C(C)Cl)cc1Cl.F.F.O.c1ccc23c(c1)[SH]2C3
77,C.CC.CCCc1cccc(C)(C)c1
78,CCC.Oc1ccc2c(c1)Cl2.ccccc
79,C.CCC
80,C.CCc1ccccc1C1CC1
81,CCC1Cc12cCCCC2
82,C.CC.CCCCC1CC1
83,C.C.CCC.ccc(c)CCC
84,c1ccccc1
85,C.COc1cccc(C2CC2)c1.OC1Cc12ccccc2
86,C.C.CC.CCCC.Cl
87,Cc1ccccc1.c1ccc(CCC2CC2)c1
88,Ccc(CC)-c1ccc(CCCC)cc1C.c1cccccc1
89,C
90,C
91,C.CC.CCc1cc(O)cc(CC)c1
92,C.C.CC.CC1CCC2C34CCCC3C24C1.O
93,C.CC
94,COC.c1c2ccc34c(c-3Cl4)c2-1
95,C.CC1CC1.Clc1cccc(Cl)c1
96,
97,CCC.Clc1cccc(Cc2cccs2)c1.cc(O)ccccC
98,CC.CCCn1ccccc1C(O)CC.OCc1ccc(O)cc1
99,C.C.Ccc-c1cccc2(c1)CC2.cccc1CC1
100,C.Cc1ccc(Cc2cccc(CCc3ccc4(cc3)ClC4C)c2)cc1
101,C.C.C.C.C.C.Cc1ccccc1
102,CC
103,CCCC.cc
104,C.C.C.Clc1cccc1
105,C.CC.CCccCC
106,CC.Cc1cccc(Cl)c1.c1ccccc1
107,Cc1cccc(CCcnCC2CC2cCl-c2cccc(O)c2)c1
108,C.C.c1ccccc1
109,C
110,CCCC1C2C1c21ccccc1
111,CCO.CCc1cc(CCl)cc(CCl)n1.Oc1ccccc1
112,C.CCc1cc2c(C)c23cn13.Clc1ccccc1.F
113,C.cc(ccS)-c1ccc(CCC)cc1
114,CC.CCC1CCC(C)C1
115,CCC
116,C.CCCC(C)CC(C)C
117,C.C.C.CC.Cc1cccc(-c2ccccc2)c1
118,C.C.C.CC1CC1
119,C.C.CC
120,C.C.C.C.CCCCCCC
121,CC.Cc1ccccc1
122,CCC.Clc1cCC2C3CC23cc1.Clc1ccccc1.S
123,C.C.CC.CO
124,C.C.C.CC
125,C
126,C.CCc1c2(C)c-1(C)c-2.O
127,CCCO.cc.ccOc1ccc2c(c1)ClC2
128,CCN(C)c1cccc(CCc2ccnc(CCc3ccccc3)c2)c1.CCO
129,CC.COc1cccc(CSc2ccc(CCl)cc2)c1
130,Cc1ccc(Cl)cc1.Cc1cccc1.F
131,C.CCC.ccc
132,C.C.C.CCc1ccc(C)cc1.cc
133,C.CC1(C)Cc2c(c3CC3C1)Cl2.Cc1ccc(O)cc1
134,C.cc
135,C.O.cc(Cl)ccc-c1ccc(CC)cc1
136,CCCC(CCC)CCC
137,CCCCc1cc2c(cc1C)Cl2.F.F.cc(C)ccCO
138,C.C.C.CC(c1ccccc1)C1CC1
139,CC.CC.CCCC.c1ccc(-c2ccccc2)cc1
140,C.C.CCCC.Cc1cccc(cccCc2ccccc2)c1
141,C.C.CCC.Cc1ccccc1
142,CCCC
143,C.CccC
144,C.F.c1c2CC12.c1ccc(-c2ccccc2)cc1
145,C.C.C1CC1.CCc1ccc(CC)c(C)c1.O
146,CccC
147,C.CCCc1cccc(O)c1.Cc1cccccc1
148,Cc1cc2(cCC2)c2c1CC(O)CC2.O
149,C.CCC.Cc1ccccc1.O
150,CCCc1cc(OC)cc2ccc(O)cc12
151,C.CCCCCN.Cc1cc(Cl)cc(CCS)c1
152,C.C.CCCc1cc(CO)cc12CC21CC1.F.c1ccc(-c2ccsc2)nc1
153,C1CCCCC1.CCC
154,
155,C.CCc1cc2(ccn1)CC2C.O.c1ccc(-c2ccccc2)cc1
156,C.Cc1c2c(Cl)cc3(n12)CC3.F.F
157,C.CC.c1ccc2c(c1)CC1CC21
158,CCCCCCl.c1ccccc1
159,C.C.CCC(C)C
160,CCCc1cccc(SC)c1
161,C.Cc1cccc1.ccC
162,CCCCCCCCc1cccc(Cl)c1.CCc1cc(C)c(C)c1
163,C.C.CCC1CCCC2CC2C1
164,C.CCCCCC1Cc12ccc(C)c2.O
165,CCCO.Cc1ccc2c(c1)CC2.O
166,Cc1ccccc1.cn12c(C)ccc1c2CCc1ccc(CC)cc1
167,Cc1cc(CS)ccc1-c1cc2(C)c3c1c32.O
168,CCC(C)c1c-cccc1.O
169,C.CCC1ccC1.ccc(c)O
170,CC(C)C.cc
171,C.C.CCCc1ccccc1.CF.Cc1ccccc1C
172,C.C.CCCC.Cc1ccccc1.Cc1ccccc1
173,CCO.CCc1cc2(C)cc2(C)c1C.Cc1ccc(Cl)cc1
174,ClC1Cc12cccc1(c2)CC1
175,C.Cc1cc(Oc2ccc(C(=O)Nc3ccccc3)cc2)cc2c13CC23
176,
177,CC(C)c1ccccc1.CS.OCCCc1ccccc1
178,C.C.Cc1cccccc1.ccC
179,C.CCC.Clc1ccc(Cl)cc1
180,C.CC.Cc1ccc2sccc2c1
181,C.cccc(C)-c12cccc1(C)c2
182,C.C.CCc1cCC(C)C(C)(C)cc1.CO
183,C.C.Cc1cccc(CC(C)C)c1
184,C.C.FCc1ccc2(cC2S)cc1.c1ccc2c(c1)C2
185,C.Cc1c2cc3c(Cl)cc4c(c3[nH]12)Cl4
186,C.cccCC
187,CO.Cc1cccc(-c2ccccc2)c1.O
188,C.Cc1cccc1.Cc1ccccc1
189,C.C.C.CCCCCC(C)CC
190,C.C.CCc1nc2c(CC)cc3(cc2o1)CC3
191,C.F.O.c1ccc2cc(C3CC3)cc2c1
192,cc(-cc-c1cccc(CCCCl)c1)cc(o)Cc1ccccc1.co
193,C.C1CCCC1
194,C.CC.Cc1cccc(CO)c1
195,CC.CCC
196,C.Cc1cccc(-c2cccc2)c1.F
197,C.CCc1cccc(C(N)S)c1.CCc1ccccc1
198,
199,
200,C.CCC.CCSc1cc2C(Cl)C2cc(C)c1
201,CC1co(-c2ccc(-ccccS)cc2)C1.Cc1cccc2c(c1)C2
202,C.CC(CO)C1CC1.Cc1ccc(Cc2ccccc2)cc1
203,CC.CC.CCC
